service,method,path,label
restaurants-service,GET,/api/restaurants,generic_api
restaurants-service,GET,/api/restaurants/my,generic_api
restaurants-service,GET,/api/restaurants/000000000000000000000001,generic_api
restaurants-service,GET,/api/restaurants/111111111111111111111111,generic_api
restaurants-service,GET,/api/restaurants/abc123,generic_api
restaurants-service,GET,/api/restaurants/xyz789,generic_api
restaurants-service,GET,/api/restaurants/9f8a7b6c5d,generic_api
restaurants-service,GET,/api/restaurants/order_001,generic_api
restaurants-service,GET,/api/restaurants/order_002,generic_api
restaurants-service,GET,/api/restaurants/rest_001,generic_api
restaurants-service,GET,/api/restaurants/menu_001,generic_api
restaurants-service,PATCH,/api/restaurants/000000000000000000000001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/111111111111111111111111/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/abc123/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/xyz789/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/9f8a7b6c5d/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/order_001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/order_002/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/rest_001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/menu_001/availability,availability_ops
restaurants-service,PUT,/api/restaurants/000000000000000000000001,catalog_ops
restaurants-service,PUT,/api/restaurants/111111111111111111111111,catalog_ops
restaurants-service,PUT,/api/restaurants/abc123,catalog_ops
restaurants-service,PUT,/api/restaurants/xyz789,catalog_ops
restaurants-service,PUT,/api/restaurants/9f8a7b6c5d,catalog_ops
restaurants-service,PUT,/api/restaurants/order_001,catalog_ops
restaurants-service,PUT,/api/restaurants/order_002,catalog_ops
restaurants-service,PUT,/api/restaurants/rest_001,catalog_ops
restaurants-service,PUT,/api/restaurants/menu_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/000000000000000000000001,catalog_ops
restaurants-service,DELETE,/api/restaurants/111111111111111111111111,catalog_ops
restaurants-service,DELETE,/api/restaurants/abc123,catalog_ops
restaurants-service,DELETE,/api/restaurants/xyz789,catalog_ops
restaurants-service,DELETE,/api/restaurants/9f8a7b6c5d,catalog_ops
restaurants-service,DELETE,/api/restaurants/order_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/order_002,catalog_ops
restaurants-service,DELETE,/api/restaurants/rest_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/menu_001,catalog_ops
restaurants-service,POST,/api/restaurants/000000000000000000000001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/111111111111111111111111/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/abc123/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/xyz789/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/9f8a7b6c5d/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/order_001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/order_002/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/rest_001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/menu_001/menu-items,catalog_ops
restaurants-service,GET,/api/restaurants/my/menu-items,generic_api
restaurants-service,GET,/api/restaurants/000000000000000000000001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/111111111111111111111111/menu-items,generic_api
restaurants-service,GET,/api/restaurants/abc123/menu-items,generic_api
restaurants-service,GET,/api/restaurants/xyz789/menu-items,generic_api
restaurants-service,GET,/api/restaurants/9f8a7b6c5d/menu-items,generic_api
restaurants-service,GET,/api/restaurants/order_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/order_002/menu-items,generic_api
restaurants-service,GET,/api/restaurants/rest_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/menu_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_001,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_002,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_003,generic_api
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_001,catalog_ops
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_002,catalog_ops
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_003,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_002,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_003,catalog_ops
delivery-service,POST,/api/delivery/assign,dispatch_workflow
delivery-service,POST,/api/delivery/respond,dispatch_workflow
delivery-service,GET,/api/delivery/assigned-orders,dispatch_workflow
delivery-service,GET,/api/delivery/my-deliveries,dispatch_workflow
delivery-service,PATCH,/api/delivery/delivery/del_001/status,state_transition
delivery-service,PATCH,/api/delivery/delivery/del_002/status,state_transition
delivery-service,PATCH,/api/delivery/delivery/del_003/status,state_transition
orders-service,POST,/api/orders,generic_api
orders-service,GET,/api/orders,generic_api
orders-service,GET,/api/orders/restaurant/rest_001,generic_api
orders-service,GET,/api/orders/restaurant/rest_002,generic_api
orders-service,GET,/api/orders/restaurant/rest_003,generic_api
orders-service,GET,/api/orders/000000000000000000000001,generic_api
orders-service,GET,/api/orders/111111111111111111111111,generic_api
orders-service,GET,/api/orders/abc123,generic_api
orders-service,GET,/api/orders/xyz789,generic_api
orders-service,GET,/api/orders/9f8a7b6c5d,generic_api
orders-service,GET,/api/orders/order_001,generic_api
orders-service,GET,/api/orders/order_002,generic_api
orders-service,GET,/api/orders/rest_001,generic_api
orders-service,GET,/api/orders/menu_001,generic_api
orders-service,PUT,/api/orders/000000000000000000000001,generic_api
orders-service,PUT,/api/orders/111111111111111111111111,generic_api
orders-service,PUT,/api/orders/abc123,generic_api
orders-service,PUT,/api/orders/xyz789,generic_api
orders-service,PUT,/api/orders/9f8a7b6c5d,generic_api
orders-service,PUT,/api/orders/order_001,generic_api
orders-service,PUT,/api/orders/order_002,generic_api
orders-service,PUT,/api/orders/rest_001,generic_api
orders-service,PUT,/api/orders/menu_001,generic_api
orders-service,PATCH,/api/orders/000000000000000000000001/delivery-address,generic_api
orders-service,PATCH,/api/orders/111111111111111111111111/delivery-address,generic_api
orders-service,PATCH,/api/orders/abc123/delivery-address,generic_api
orders-service,PATCH,/api/orders/xyz789/delivery-address,generic_api
orders-service,PATCH,/api/orders/9f8a7b6c5d/delivery-address,generic_api
orders-service,PATCH,/api/orders/order_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/order_002/delivery-address,generic_api
orders-service,PATCH,/api/orders/rest_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/menu_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/000000000000000000000001/special-instructions,generic_api
orders-service,PATCH,/api/orders/111111111111111111111111/special-instructions,generic_api
orders-service,PATCH,/api/orders/abc123/special-instructions,generic_api
orders-service,PATCH,/api/orders/xyz789/special-instructions,generic_api
orders-service,PATCH,/api/orders/9f8a7b6c5d/special-instructions,generic_api
orders-service,PATCH,/api/orders/order_001/special-instructions,generic_api
orders-service,PATCH,/api/orders/order_002/special-instructions,generic_api
orders-service,PATCH,/api/orders/rest_001/special-instructions,generic_api
orders-service,PATCH,/api/orders/menu_001/special-instructions,generic_api
orders-service,DELETE,/api/orders/000000000000000000000001,generic_api
orders-service,DELETE,/api/orders/111111111111111111111111,generic_api
orders-service,DELETE,/api/orders/abc123,generic_api
orders-service,DELETE,/api/orders/xyz789,generic_api
orders-service,DELETE,/api/orders/9f8a7b6c5d,generic_api
orders-service,DELETE,/api/orders/order_001,generic_api
orders-service,DELETE,/api/orders/order_002,generic_api
orders-service,DELETE,/api/orders/rest_001,generic_api
orders-service,DELETE,/api/orders/menu_001,generic_api
orders-service,POST,/api/orders/create-payment-intent,payments
orders-service,POST,/api/orders/webhook,external_callback
orders-service,PATCH,/api/orders/000000000000000000000001/mark-paid,state_transition
orders-service,PATCH,/api/orders/111111111111111111111111/mark-paid,state_transition
orders-service,PATCH,/api/orders/abc123/mark-paid,state_transition
orders-service,PATCH,/api/orders/xyz789/mark-paid,state_transition
orders-service,PATCH,/api/orders/9f8a7b6c5d/mark-paid,state_transition
orders-service,PATCH,/api/orders/order_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/order_002/mark-paid,state_transition
orders-service,PATCH,/api/orders/rest_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/menu_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/000000000000000000000001/status,state_transition
orders-service,PATCH,/api/orders/111111111111111111111111/status,state_transition
orders-service,PATCH,/api/orders/abc123/status,state_transition
orders-service,PATCH,/api/orders/xyz789/status,state_transition
orders-service,PATCH,/api/orders/9f8a7b6c5d/status,state_transition
orders-service,PATCH,/api/orders/order_001/status,state_transition
orders-service,PATCH,/api/orders/order_002/status,state_transition
orders-service,PATCH,/api/orders/rest_001/status,state_transition
orders-service,PATCH,/api/orders/menu_001/status,state_transition
restaurants-service,POST,/api/restaurants,catalog_ops
restaurants-service,GET,/api/restaurants,generic_api
restaurants-service,GET,/api/restaurants/my,generic_api
restaurants-service,GET,/api/restaurants/000000000000000000000001,generic_api
restaurants-service,GET,/api/restaurants/111111111111111111111111,generic_api
restaurants-service,GET,/api/restaurants/abc123,generic_api
restaurants-service,GET,/api/restaurants/xyz789,generic_api
restaurants-service,GET,/api/restaurants/9f8a7b6c5d,generic_api
restaurants-service,GET,/api/restaurants/order_001,generic_api
restaurants-service,GET,/api/restaurants/order_002,generic_api
restaurants-service,GET,/api/restaurants/rest_001,generic_api
restaurants-service,GET,/api/restaurants/menu_001,generic_api
restaurants-service,PATCH,/api/restaurants/000000000000000000000001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/111111111111111111111111/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/abc123/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/xyz789/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/9f8a7b6c5d/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/order_001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/order_002/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/rest_001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/menu_001/availability,availability_ops
restaurants-service,PUT,/api/restaurants/000000000000000000000001,catalog_ops
restaurants-service,PUT,/api/restaurants/111111111111111111111111,catalog_ops
restaurants-service,PUT,/api/restaurants/abc123,catalog_ops
restaurants-service,PUT,/api/restaurants/xyz789,catalog_ops
restaurants-service,PUT,/api/restaurants/9f8a7b6c5d,catalog_ops
restaurants-service,PUT,/api/restaurants/order_001,catalog_ops
restaurants-service,PUT,/api/restaurants/order_002,catalog_ops
restaurants-service,PUT,/api/restaurants/rest_001,catalog_ops
restaurants-service,PUT,/api/restaurants/menu_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/000000000000000000000001,catalog_ops
restaurants-service,DELETE,/api/restaurants/111111111111111111111111,catalog_ops
restaurants-service,DELETE,/api/restaurants/abc123,catalog_ops
restaurants-service,DELETE,/api/restaurants/xyz789,catalog_ops
restaurants-service,DELETE,/api/restaurants/9f8a7b6c5d,catalog_ops
restaurants-service,DELETE,/api/restaurants/order_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/order_002,catalog_ops
restaurants-service,DELETE,/api/restaurants/rest_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/menu_001,catalog_ops
restaurants-service,POST,/api/restaurants/000000000000000000000001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/111111111111111111111111/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/abc123/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/xyz789/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/9f8a7b6c5d/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/order_001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/order_002/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/rest_001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/menu_001/menu-items,catalog_ops
restaurants-service,GET,/api/restaurants/my/menu-items,generic_api
restaurants-service,GET,/api/restaurants/000000000000000000000001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/111111111111111111111111/menu-items,generic_api
restaurants-service,GET,/api/restaurants/abc123/menu-items,generic_api
restaurants-service,GET,/api/restaurants/xyz789/menu-items,generic_api
restaurants-service,GET,/api/restaurants/9f8a7b6c5d/menu-items,generic_api
restaurants-service,GET,/api/restaurants/order_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/order_002/menu-items,generic_api
restaurants-service,GET,/api/restaurants/rest_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/menu_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_001,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_002,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_003,generic_api
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_001,catalog_ops
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_002,catalog_ops
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_003,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_002,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_003,catalog_ops
delivery-service,POST,/api/delivery/assign,dispatch_workflow
delivery-service,POST,/api/delivery/respond,dispatch_workflow
delivery-service,GET,/api/delivery/assigned-orders,dispatch_workflow
delivery-service,GET,/api/delivery/my-deliveries,dispatch_workflow
delivery-service,PATCH,/api/delivery/delivery/del_001/status,state_transition
delivery-service,PATCH,/api/delivery/delivery/del_002/status,state_transition
delivery-service,PATCH,/api/delivery/delivery/del_003/status,state_transition
orders-service,POST,/api/orders,generic_api
orders-service,GET,/api/orders,generic_api
orders-service,GET,/api/orders/restaurant/rest_001,generic_api
orders-service,GET,/api/orders/restaurant/rest_002,generic_api
orders-service,GET,/api/orders/restaurant/rest_003,generic_api
orders-service,GET,/api/orders/000000000000000000000001,generic_api
orders-service,GET,/api/orders/111111111111111111111111,generic_api
orders-service,GET,/api/orders/abc123,generic_api
orders-service,GET,/api/orders/xyz789,generic_api
orders-service,GET,/api/orders/9f8a7b6c5d,generic_api
orders-service,GET,/api/orders/order_001,generic_api
orders-service,GET,/api/orders/order_002,generic_api
orders-service,GET,/api/orders/rest_001,generic_api
orders-service,GET,/api/orders/menu_001,generic_api
orders-service,PUT,/api/orders/000000000000000000000001,generic_api
orders-service,PUT,/api/orders/111111111111111111111111,generic_api
orders-service,PUT,/api/orders/abc123,generic_api
orders-service,PUT,/api/orders/xyz789,generic_api
orders-service,PUT,/api/orders/9f8a7b6c5d,generic_api
orders-service,PUT,/api/orders/order_001,generic_api
orders-service,PUT,/api/orders/order_002,generic_api
orders-service,PUT,/api/orders/rest_001,generic_api
orders-service,PUT,/api/orders/menu_001,generic_api
orders-service,PATCH,/api/orders/000000000000000000000001/delivery-address,generic_api
orders-service,PATCH,/api/orders/111111111111111111111111/delivery-address,generic_api
orders-service,PATCH,/api/orders/abc123/delivery-address,generic_api
orders-service,PATCH,/api/orders/xyz789/delivery-address,generic_api
orders-service,PATCH,/api/orders/9f8a7b6c5d/delivery-address,generic_api
orders-service,PATCH,/api/orders/order_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/order_002/delivery-address,generic_api
orders-service,PATCH,/api/orders/rest_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/menu_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/000000000000000000000001/special-instructions,generic_api
orders-service,PATCH,/api/orders/111111111111111111111111/special-instructions,generic_api
orders-service,PATCH,/api/orders/abc123/special-instructions,generic_api
orders-service,PATCH,/api/orders/xyz789/special-instructions,generic_api
orders-service,PATCH,/api/orders/9f8a7b6c5d/special-instructions,generic_api
orders-service,PATCH,/api/orders/order_001/special-instructions,generic_api
orders-service,PATCH,/api/orders/order_002/special-instructions,generic_api
orders-service,PATCH,/api/orders/rest_001/special-instructions,generic_api
orders-service,PATCH,/api/orders/menu_001/special-instructions,generic_api
orders-service,DELETE,/api/orders/000000000000000000000001,generic_api
orders-service,DELETE,/api/orders/111111111111111111111111,generic_api
orders-service,DELETE,/api/orders/abc123,generic_api
orders-service,DELETE,/api/orders/xyz789,generic_api
orders-service,DELETE,/api/orders/9f8a7b6c5d,generic_api
orders-service,DELETE,/api/orders/order_001,generic_api
orders-service,DELETE,/api/orders/order_002,generic_api
orders-service,DELETE,/api/orders/rest_001,generic_api
orders-service,DELETE,/api/orders/menu_001,generic_api
orders-service,POST,/api/orders/create-payment-intent,payments
orders-service,POST,/api/orders/webhook,external_callback
orders-service,PATCH,/api/orders/000000000000000000000001/mark-paid,state_transition
orders-service,PATCH,/api/orders/111111111111111111111111/mark-paid,state_transition
orders-service,PATCH,/api/orders/abc123/mark-paid,state_transition
orders-service,PATCH,/api/orders/xyz789/mark-paid,state_transition
orders-service,PATCH,/api/orders/9f8a7b6c5d/mark-paid,state_transition
orders-service,PATCH,/api/orders/order_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/order_002/mark-paid,state_transition
orders-service,PATCH,/api/orders/rest_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/menu_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/000000000000000000000001/status,state_transition
orders-service,PATCH,/api/orders/111111111111111111111111/status,state_transition
orders-service,PATCH,/api/orders/abc123/status,state_transition
orders-service,PATCH,/api/orders/xyz789/status,state_transition
orders-service,PATCH,/api/orders/9f8a7b6c5d/status,state_transition
orders-service,PATCH,/api/orders/order_001/status,state_transition
orders-service,PATCH,/api/orders/order_002/status,state_transition
orders-service,PATCH,/api/orders/rest_001/status,state_transition
orders-service,PATCH,/api/orders/menu_001/status,state_transition
restaurants-service,POST,/api/restaurants,catalog_ops
restaurants-service,GET,/api/restaurants,generic_api
restaurants-service,GET,/api/restaurants/my,generic_api
restaurants-service,GET,/api/restaurants/000000000000000000000001,generic_api
restaurants-service,GET,/api/restaurants/111111111111111111111111,generic_api
restaurants-service,GET,/api/restaurants/abc123,generic_api
restaurants-service,GET,/api/restaurants/xyz789,generic_api
restaurants-service,GET,/api/restaurants/9f8a7b6c5d,generic_api
restaurants-service,GET,/api/restaurants/order_001,generic_api
restaurants-service,GET,/api/restaurants/order_002,generic_api
restaurants-service,GET,/api/restaurants/rest_001,generic_api
restaurants-service,GET,/api/restaurants/menu_001,generic_api
restaurants-service,PATCH,/api/restaurants/000000000000000000000001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/111111111111111111111111/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/abc123/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/xyz789/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/9f8a7b6c5d/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/order_001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/order_002/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/rest_001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/menu_001/availability,availability_ops
restaurants-service,PUT,/api/restaurants/000000000000000000000001,catalog_ops
restaurants-service,PUT,/api/restaurants/111111111111111111111111,catalog_ops
restaurants-service,PUT,/api/restaurants/abc123,catalog_ops
restaurants-service,PUT,/api/restaurants/xyz789,catalog_ops
restaurants-service,PUT,/api/restaurants/9f8a7b6c5d,catalog_ops
restaurants-service,PUT,/api/restaurants/order_001,catalog_ops
restaurants-service,PUT,/api/restaurants/order_002,catalog_ops
restaurants-service,PUT,/api/restaurants/rest_001,catalog_ops
restaurants-service,PUT,/api/restaurants/menu_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/000000000000000000000001,catalog_ops
restaurants-service,DELETE,/api/restaurants/111111111111111111111111,catalog_ops
restaurants-service,DELETE,/api/restaurants/abc123,catalog_ops
restaurants-service,DELETE,/api/restaurants/xyz789,catalog_ops
restaurants-service,DELETE,/api/restaurants/9f8a7b6c5d,catalog_ops
restaurants-service,DELETE,/api/restaurants/order_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/order_002,catalog_ops
restaurants-service,DELETE,/api/restaurants/rest_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/menu_001,catalog_ops
restaurants-service,POST,/api/restaurants/000000000000000000000001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/111111111111111111111111/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/abc123/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/xyz789/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/9f8a7b6c5d/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/order_001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/order_002/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/rest_001/menu-items,catalog_ops
restaurants-service,POST,/api/restaurants/menu_001/menu-items,catalog_ops
restaurants-service,GET,/api/restaurants/my/menu-items,generic_api
restaurants-service,GET,/api/restaurants/000000000000000000000001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/111111111111111111111111/menu-items,generic_api
restaurants-service,GET,/api/restaurants/abc123/menu-items,generic_api
restaurants-service,GET,/api/restaurants/xyz789/menu-items,generic_api
restaurants-service,GET,/api/restaurants/9f8a7b6c5d/menu-items,generic_api
restaurants-service,GET,/api/restaurants/order_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/order_002/menu-items,generic_api
restaurants-service,GET,/api/restaurants/rest_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/menu_001/menu-items,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_001,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_002,generic_api
restaurants-service,GET,/api/restaurants/:id/menu-items/item_003,generic_api
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_001,catalog_ops
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_002,catalog_ops
restaurants-service,PUT,/api/restaurants/:id/menu-items/item_003,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_001,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_002,catalog_ops
restaurants-service,DELETE,/api/restaurants/:id/menu-items/item_003,catalog_ops
delivery-service,POST,/api/delivery/assign,dispatch_workflow
delivery-service,POST,/api/delivery/respond,dispatch_workflow
delivery-service,GET,/api/delivery/assigned-orders,dispatch_workflow
delivery-service,GET,/api/delivery/my-deliveries,dispatch_workflow
delivery-service,PATCH,/api/delivery/delivery/del_001/status,state_transition
delivery-service,PATCH,/api/delivery/delivery/del_002/status,state_transition
delivery-service,PATCH,/api/delivery/delivery/del_003/status,state_transition
orders-service,POST,/api/orders,generic_api
orders-service,GET,/api/orders,generic_api
orders-service,GET,/api/orders/restaurant/rest_001,generic_api
orders-service,GET,/api/orders/restaurant/rest_002,generic_api
orders-service,GET,/api/orders/restaurant/rest_003,generic_api
orders-service,GET,/api/orders/000000000000000000000001,generic_api
orders-service,GET,/api/orders/111111111111111111111111,generic_api
orders-service,GET,/api/orders/abc123,generic_api
orders-service,GET,/api/orders/xyz789,generic_api
orders-service,GET,/api/orders/9f8a7b6c5d,generic_api
orders-service,GET,/api/orders/order_001,generic_api
orders-service,GET,/api/orders/order_002,generic_api
orders-service,GET,/api/orders/rest_001,generic_api
orders-service,GET,/api/orders/menu_001,generic_api
orders-service,PUT,/api/orders/000000000000000000000001,generic_api
orders-service,PUT,/api/orders/111111111111111111111111,generic_api
orders-service,PUT,/api/orders/abc123,generic_api
orders-service,PUT,/api/orders/xyz789,generic_api
orders-service,PUT,/api/orders/9f8a7b6c5d,generic_api
orders-service,PUT,/api/orders/order_001,generic_api
orders-service,PUT,/api/orders/order_002,generic_api
orders-service,PUT,/api/orders/rest_001,generic_api
orders-service,PUT,/api/orders/menu_001,generic_api
orders-service,PATCH,/api/orders/000000000000000000000001/delivery-address,generic_api
orders-service,PATCH,/api/orders/111111111111111111111111/delivery-address,generic_api
orders-service,PATCH,/api/orders/abc123/delivery-address,generic_api
orders-service,PATCH,/api/orders/xyz789/delivery-address,generic_api
orders-service,PATCH,/api/orders/9f8a7b6c5d/delivery-address,generic_api
orders-service,PATCH,/api/orders/order_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/order_002/delivery-address,generic_api
orders-service,PATCH,/api/orders/rest_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/menu_001/delivery-address,generic_api
orders-service,PATCH,/api/orders/000000000000000000000001/special-instructions,generic_api
orders-service,PATCH,/api/orders/111111111111111111111111/special-instructions,generic_api
orders-service,PATCH,/api/orders/abc123/special-instructions,generic_api
orders-service,PATCH,/api/orders/xyz789/special-instructions,generic_api
orders-service,PATCH,/api/orders/9f8a7b6c5d/special-instructions,generic_api
orders-service,PATCH,/api/orders/order_001/special-instructions,generic_api
orders-service,PATCH,/api/orders/order_002/special-instructions,generic_api
orders-service,PATCH,/api/orders/rest_001/special-instructions,generic_api
orders-service,PATCH,/api/orders/menu_001/special-instructions,generic_api
orders-service,DELETE,/api/orders/000000000000000000000001,generic_api
orders-service,DELETE,/api/orders/111111111111111111111111,generic_api
orders-service,DELETE,/api/orders/abc123,generic_api
orders-service,DELETE,/api/orders/xyz789,generic_api
orders-service,DELETE,/api/orders/9f8a7b6c5d,generic_api
orders-service,DELETE,/api/orders/order_001,generic_api
orders-service,DELETE,/api/orders/order_002,generic_api
orders-service,DELETE,/api/orders/rest_001,generic_api
orders-service,DELETE,/api/orders/menu_001,generic_api
orders-service,POST,/api/orders/create-payment-intent,payments
orders-service,POST,/api/orders/webhook,external_callback
orders-service,PATCH,/api/orders/000000000000000000000001/mark-paid,state_transition
orders-service,PATCH,/api/orders/111111111111111111111111/mark-paid,state_transition
orders-service,PATCH,/api/orders/abc123/mark-paid,state_transition
orders-service,PATCH,/api/orders/xyz789/mark-paid,state_transition
orders-service,PATCH,/api/orders/9f8a7b6c5d/mark-paid,state_transition
orders-service,PATCH,/api/orders/order_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/order_002/mark-paid,state_transition
orders-service,PATCH,/api/orders/rest_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/menu_001/mark-paid,state_transition
orders-service,PATCH,/api/orders/000000000000000000000001/status,state_transition
orders-service,PATCH,/api/orders/111111111111111111111111/status,state_transition
orders-service,PATCH,/api/orders/abc123/status,state_transition
orders-service,PATCH,/api/orders/xyz789/status,state_transition
orders-service,PATCH,/api/orders/9f8a7b6c5d/status,state_transition
orders-service,PATCH,/api/orders/order_001/status,state_transition
orders-service,PATCH,/api/orders/order_002/status,state_transition
orders-service,PATCH,/api/orders/rest_001/status,state_transition
orders-service,PATCH,/api/orders/menu_001/status,state_transition
restaurants-service,POST,/api/restaurants,catalog_ops
restaurants-service,GET,/api/restaurants,generic_api
restaurants-service,GET,/api/restaurants/my,generic_api
restaurants-service,GET,/api/restaurants/000000000000000000000001,generic_api
restaurants-service,GET,/api/restaurants/111111111111111111111111,generic_api
restaurants-service,GET,/api/restaurants/abc123,generic_api
restaurants-service,GET,/api/restaurants/xyz789,generic_api
restaurants-service,GET,/api/restaurants/9f8a7b6c5d,generic_api
restaurants-service,GET,/api/restaurants/order_001,generic_api
restaurants-service,GET,/api/restaurants/order_002,generic_api
restaurants-service,GET,/api/restaurants/rest_001,generic_api
restaurants-service,GET,/api/restaurants/menu_001,generic_api
restaurants-service,PATCH,/api/restaurants/000000000000000000000001/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/111111111111111111111111/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/abc123/availability,availability_ops
restaurants-service,PATCH,/api/restaurants/xyz789/availability,availability_ops
